route_id,service_id,trip_id,direction_id,block_id,shape_id,direction,wheelchair_accessible
47,38001,48086505,1,5694771,3802403,East,1
47,38001,48086504,1,5694764,3802402,East,1
47,38001,48086483,1,5694762,3802403,East,1
47,38001,48086482,1,5694770,3802402,East,1
47,38001,48086481,1,5694768,3802403,East,1
47,38001,48086480,1,5694774,3802402,East,1
47,38001,48086479,1,5694765,3802403,East,1
47,38001,48086478,1,5694777,3802402,East,1
47,38001,48086477,1,5694776,3802403,East,1
47,38001,48086476,1,5694772,3802402,East,1
47,38001,48086475,1,5694764,3802403,East,1
47,38001,48086474,1,5694771,3802402,East,1
47,38001,48086473,1,5694770,3802403,East,1
47,38001,48086472,1,5694762,3802403,East,1
47,38001,48086471,1,5694774,3802402,East,1
47,38001,48086470,1,5694768,3802403,East,1
47,38001,48086469,1,5694765,3802402,East,1
47,38001,48086458,1,5694772,3802403,East,1
47,38001,48086457,1,5694776,3802403,East,1
47,38001,48086456,1,5694771,3802403,East,1
47,38001,48086455,1,5694764,3802403,East,1
47,38001,48086454,1,5694775,3802403,East,1
47,38001,48086453,1,5694770,3802403,East,1
47,38001,48087413,1,5694765,3802403,East,1
47,38001,48087412,1,5694772,3802403,East,1
47,38001,48087411,1,5694762,3802403,East,1
47,38001,48087410,1,5694768,3802402,East,1
47,38001,48087409,1,5694773,3802403,East,1
47,38001,48087408,1,5694776,3802402,East,1
47,38001,48087407,1,5694771,3802403,East,1
47,38001,48086599,1,5694766,3802401,East,1
47,38001,48086598,1,5694769,3802401,East,1
47,38001,48086597,1,5694767,3802401,East,1
47,38001,48086596,1,5694764,3802401,East,1
47,38001,48086595,1,5694768,3802401,East,1
47,38001,48086594,1,5694872,3802401,East,1
47,38001,48086548,1,5694766,3802401,East,1
47,38001,48086547,1,5694769,3802401,East,1
51,38001,48085837,1,5694701,3801199,East,1
51,38001,48085836,1,5694706,3801199,East,1
51,38001,48085835,1,5694713,3801199,East,1
51,38001,48085834,1,5689699,3801199,East,1
51,38001,48085833,1,5694705,3801199,East,1
51,38001,48085832,1,5694718,3801199,East,1
51,38001,48085831,1,5694717,3801199,East,1
51,38001,48085830,1,5689698,3801199,East,1
51,38001,48085829,1,5694701,3801199,East,1
51,38001,48085828,1,5694706,3801199,East,1
51,38001,48085827,1,5694713,3801199,East,1
51,38001,48085826,1,5689699,3801199,East,1
51,38001,48085825,1,5694705,3801199,East,1
51,38001,48085824,1,5689697,3801199,East,1
51,38001,48085823,1,5694718,3801199,East,1
51,38001,48085822,1,5694717,3801199,East,1
51,38001,48085821,1,5694705,3801199,East,1
51,38001,48085820,1,5694730,3801199,East,1
51,38001,48085819,1,5694701,3801199,East,1
51,38001,48085818,1,5689700,3801199,East,1
51,38001,48085817,1,5694717,3801199,East,1
51,38001,48085816,1,5694702,3801199,East,1
51,38001,48085815,1,5694701,3801199,East,1
51,38001,48085814,1,5689700,3801199,East,1
5,38001,48424167,1,5721823,3804646,East,1
5,38001,48424166,1,5721825,3804646,East,1
5,38001,48424153,1,5721824,3804646,East,1
5,38001,48424150,1,5721767,3804646,East,1
5,38001,48422081,1,5721824,3804646,East,1
5,38001,48422056,1,5721767,3804646,East,1
51,38001,48085928,1,5694713,3803456,East,1
51,38001,48085927,1,5694723,3803456,East,1
51,38001,48085926,1,5694740,3803456,East,1
51,38001,48085925,1,5694718,3803456,East,1
51,38001,48085924,1,5694858,3803456,East,1
51,38001,48085923,1,5689697,3803456,East,1
51,38001,48085922,1,5694707,3803456,East,1
51,38001,48085864,1,5694701,3801199,East,1
51,38001,48085863,1,5689698,3801199,East,1
51,38001,48085862,1,5694705,3801199,East,1
51,38001,48085861,1,5694717,3801199,East,1
51,38001,48085860,1,5694871,3801199,East,1
51,38001,48085859,1,5694739,3801199,East,1
51,38001,48085858,1,5694718,3801199,East,1
51,38001,48085857,1,5694717,3801199,East,1
51,38001,48085856,1,5694871,3801199,East,1
51,38001,48085855,1,5694739,3801199,East,1
51,38001,48085854,1,5694718,3801199,East,1
51,38001,48085853,1,5689698,3801199,East,1
51,38001,48085852,1,5694706,3801199,East,1
51,38001,48085851,1,5694705,3801199,East,1
51,38001,48085850,1,5694739,3801199,East,1
51,38001,48085849,1,5694718,3801199,East,1
51,38001,48085848,1,5694719,3801199,East,1
51,38001,48085847,1,5694706,3801199,East,1
51,38001,48085846,1,5694701,3801199,East,1
51,38001,48085845,1,5694717,3801199,East,1
51,38001,48085844,1,5694858,3801199,East,1
51,38001,48085843,1,5694725,3801199,East,1
51,38001,48085842,1,5694713,3801199,East,1
51,38001,48085841,1,5694701,3801199,East,1
51,38001,48085840,1,5694717,3801199,East,1
51,38001,48085839,1,5694725,3801199,East,1
51,38001,48085838,1,5694713,3801199,East,1
55,38001,48087475,1,5694785,3801300,East,1
55,38001,48087474,1,5694811,3805424,East,1
55,38001,48087473,1,5694784,3801300,East,1
55,38001,48087472,1,5694780,3805424,East,1
55,38001,48087471,1,5694783,3801300,East,1
55,38001,48087470,1,5694782,3801300,East,1
55,38001,48087469,1,5694781,3801300,East,1
55,38001,48087468,1,5694780,3801300,East,1
55,38001,48087540,1,5694828,3805424,East,1
55,38001,48087539,1,5694801,3805424,East,1
55,38001,48087537,1,5694830,3805424,East,1
55,38001,48087536,1,5694810,3805424,East,1
55,38001,48087535,1,5694807,3801300,East,1
55,38001,48087534,1,5694804,3805424,East,1
55,38001,48087533,1,5694829,3805424,East,1
55,38001,48087532,1,5694796,3801300,East,1
55,38001,48087531,1,5694824,3801298,East,1
55,38001,48087530,1,5694783,3805424,East,1
55,38001,48087529,1,5694799,3801300,East,1
55,38001,48087528,1,5694800,3805424,East,1
55,38001,48087527,1,5694798,3801300,East,1
55,38001,48087526,1,5694823,3805424,East,1
55,38001,48087525,1,5694797,3801300,East,1
55,38001,48087524,1,5694793,3805424,East,1
55,38001,48087523,1,5694796,3801300,East,1
55,38001,48087522,1,5694812,3805424,East,1
55,38001,48087521,1,5694795,3801300,East,1
55,38001,48087520,1,5694822,3805424,East,1
55,38001,48087519,1,5694799,3805424,East,1
55,38001,48087518,1,5694783,3801300,East,1
55,38001,48087517,1,5694798,3805424,East,1
55,38001,48087516,1,5694788,3801300,East,1
55,38001,48087515,1,5694797,3805424,East,1
55,38001,48087514,1,5694823,3805424,East,1
55,38001,48087513,1,5694796,3805424,East,1
55,38001,48087512,1,5694793,3801300,East,1
55,38001,48087511,1,5694795,3805424,East,1
55,38001,48087510,1,5694802,3805424,East,1
55,38001,48087509,1,5694819,3805424,East,1
55,38001,48087508,1,5694822,3805424,East,1
55,38001,48087507,1,5694783,3805424,East,1
55,38001,48087506,1,5694799,3805424,East,1
55,38001,48087505,1,5694788,3805424,East,1
55,38001,48087504,1,5694798,3805424,East,1
55,38001,48087503,1,5694794,3801300,East,1
55,38001,48087502,1,5694797,3805424,East,1
55,38001,48087501,1,5694793,3801300,East,1
55,38001,48087500,1,5694821,3805424,East,1
55,38001,48087499,1,5694787,3801300,East,1
55,38001,48087498,1,5694784,3805424,East,1
55,38001,48087497,1,5694781,3801300,East,1
55,38001,48087496,1,5694795,3805424,East,1
55,38001,48087495,1,5694792,3801300,East,1
55,38001,48087494,1,5694820,3805424,East,1
55,38001,48087493,1,5694791,3801300,East,1
55,38001,48087492,1,5694819,3805029,East,1
55,38001,48087491,1,5694818,3805424,East,1
55,38001,48087490,1,5694790,3801300,East,1
55,38001,48087489,1,5694817,3805029,East,1
55,38001,48087488,1,5694783,3805424,East,1
55,38001,48087487,1,5694789,3801300,East,1
55,38001,48087486,1,5694816,3805029,East,1
55,38001,48087485,1,5694794,3805424,East,1
55,38001,48087484,1,5694788,3801300,East,1
55,38001,48087483,1,5694793,3805029,East,1
55,38001,48087482,1,5694815,3805424,East,1
55,38001,48087481,1,5694787,3801300,East,1
55,38001,48087480,1,5694814,3805029,East,1
55,38001,48087479,1,5694781,3805424,East,1
55,38001,48087478,1,5694786,3801300,East,1
55,38001,48087477,1,5694813,3805029,East,1
55,38001,48087476,1,5694812,3805424,East,1
55,38001,48087953,1,5694866,3805424,East,1
55,38001,48087951,1,5694865,3805424,East,1
55,38001,48087835,1,5694866,3801299,East,1
55,38001,48087834,1,5694865,3801299,East,1
55,38001,48087833,1,5694866,3801300,East,1
55,38001,48087725,1,5694801,3801299,East,1
55,38001,48087724,1,5694810,3801299,East,1
55,38001,48087723,1,5694804,3801299,East,1
55,38001,48087722,1,5694783,3801299,East,1
55,38001,48087721,1,5694808,3801299,East,1
55,38001,48087720,1,5694809,3801299,East,1
55,38001,48087719,1,5694806,3801299,East,1
55,38001,48087718,1,5694805,3801299,East,1
55,38001,48087717,1,5694803,3801299,East,1
55,38001,48087716,1,5694797,3801299,East,1
55,38001,48087684,1,5694783,3805424,East,1
55,38001,48087683,1,5694811,3805424,East,1
55,38001,48087682,1,5694799,3801300,East,1
55,38001,48087681,1,5694808,3805424,East,1
55,38001,48087680,1,5694828,3805424,East,1
55,38001,48087679,1,5694809,3801300,East,1
55,38001,48087678,1,5694824,3805424,East,1
55,38001,48087677,1,5694795,3801300,East,1
55,38001,48087676,1,5694807,3805424,East,1
55,38001,48087675,1,5694793,3801300,East,1
55,38001,48087674,1,5694806,3805424,East,1
55,38001,48087673,1,5694802,3801300,East,1
55,38001,48087672,1,5694796,3805424,East,1
55,38001,48087671,1,5694788,3801300,East,1
55,38001,48087670,1,5694805,3805424,East,1
55,38001,48087669,1,5694801,3801300,East,1
55,38001,48087668,1,5694799,3805424,East,1
55,38001,48087667,1,5694783,3801300,East,1
55,38001,48087666,1,5694798,3805424,East,1
55,38001,48087665,1,5694804,3801298,East,1
55,38001,48087664,1,5694795,3805424,East,1
55,38001,48087663,1,5694800,3801300,East,1
55,38001,48087662,1,5694797,3805424,East,1
55,38001,48087661,1,5694827,3801298,East,1
55,38001,48087660,1,5694793,3805424,East,1
55,38001,48087659,1,5694826,3801298,East,1
55,38001,48087658,1,5694802,3805424,East,1
55,38001,48087657,1,5694825,3801298,East,1
55,38001,48087656,1,5694788,3805424,East,1
55,38001,48087653,1,5694796,3801300,East,1
55,38001,48087652,1,5694801,3805424,East,1
55,38001,48087560,1,5694803,3803751,East,1
55,38001,48087559,1,5694809,3803751,East,1
55,38001,48087556,1,5694831,3805424,East,1
55,38001,48087555,1,5694765,3805424,East,1
55,38001,48087554,1,5694796,3805424,East,1
55,38001,48087553,1,5694811,3805424,East,1
55,38001,48087552,1,5694832,3805424,East,1
55,38001,48087551,1,5694825,3805424,East,1
55,38001,48087550,1,5694831,3805424,East,1
55,38001,48087549,1,5694796,3805424,East,1
55,38001,48087548,1,5694811,3805424,East,1
55,38001,48087547,1,5694812,3805424,East,1
55,38001,48087546,1,5694828,3805424,East,1
55,38001,48087545,1,5694825,3805424,East,1
55,38001,48087544,1,5694831,3805424,East,1
55,38001,48087543,1,5694796,3805424,East,1
55,38001,48087542,1,5694811,3805424,East,1
55,38001,48087541,1,5694799,3805424,East,1
55,38001,48087965,1,5694865,3805424,East,1
55,38001,48087957,1,5694866,3805424,East,1
55,38001,48087955,1,5694865,3805424,East,1
55N,38001,48085414,1,5694812,3804664,East,1
55N,38001,48085413,1,5694811,3804664,East,1
55N,38001,48085412,1,5694767,3804664,East,1
55N,38001,48085411,1,5694790,3804664,East,1
55N,38001,48085410,1,5694802,3804664,East,1
55N,38001,48085407,1,5694823,3804664,East,1
55N,38001,48085406,1,5694812,3804664,East,1
