route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
100038,SUNDAY,18118109,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,1,2731900,10139007
100038,SUNDAY,18118110,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,1,2731900,10139007
100038,SUNDAY,18118111,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,1,2731900,10139007
100038,SUNDAY,18118112,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,1,2731900,10139007
100038,SUNDAY,18118113,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,1,2731900,10139007
100038,SUNDAY,18118114,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,1,2731900,10139007
100038,SUNDAY,18118115,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,1,2731900,10139007
100038,SUNDAY,18118116,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,1,2731900,10139007
100038,SUNDAY,18118117,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,1,2731900,10139007
100038,SUNDAY,18118118,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,1,2731900,10139007
100038,SUNDAY,18118119,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,1,2731900,10139007
100038,SUNDAY,18118120,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,1,2731900,10139007
100038,SUNDAY,18118121,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,1,2731900,10139007
100038,SUNDAY,18118122,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118123,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118124,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118125,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118126,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118127,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118128,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118129,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118130,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118131,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118132,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118133,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118134,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118135,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118136,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118137,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118138,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118139,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118140,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118141,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118142,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118143,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118144,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118145,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118146,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118147,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100038,SUNDAY,18118148,GREGORY HEIGHTS HIGHLINE HOSPITAL,LOCAL,0,2731900,21139008
100006,SUNDAY,18118149,RAINIER BEACH WEST HILL,LOCAL,1,2731921,10107014
100006,SUNDAY,18118150,RAINIER BEACH WEST HILL,LOCAL,1,2731925,10107014
100006,SUNDAY,18118151,RAINIER BEACH WEST HILL,LOCAL,1,2731923,10107014
100006,SUNDAY,18118152,RAINIER BEACH WEST HILL,LOCAL,1,2731922,10107014
100006,SUNDAY,18118153,RAINIER BEACH WEST HILL,LOCAL,1,2731921,10107014
100006,SUNDAY,18118154,RAINIER BEACH WEST HILL,LOCAL,1,2731925,10107014
100006,SUNDAY,18118155,RAINIER BEACH WEST HILL,LOCAL,1,2731923,10107014
100006,SUNDAY,18118156,RAINIER BEACH WEST HILL,LOCAL,1,2731922,10107014
100006,SUNDAY,18118157,RAINIER BEACH WEST HILL,LOCAL,1,2731923,10107014
100006,SUNDAY,18118158,RAINIER BEACH WEST HILL,LOCAL,1,2731925,10107014
100006,SUNDAY,18118159,RAINIER BEACH WEST HILL,LOCAL,1,2731924,10107014
100006,SUNDAY,18118160,RAINIER BEACH WEST HILL,LOCAL,1,2731922,10107014
100006,SUNDAY,18118161,RAINIER BEACH WEST HILL,LOCAL,1,2731923,10107014
100006,SUNDAY,18118162,RAINIER BEACH WEST HILL,LOCAL,1,2731924,10107014
100006,SUNDAY,18118163,RAINIER BEACH WEST HILL,LOCAL,1,2731922,10107014
100006,SUNDAY,18118164,RAINIER BEACH WEST HILL,LOCAL,1,2731924,10107014
100006,SUNDAY,18118165,RAINIER BEACH WEST HILL,LOCAL,1,2731922,10107014
100006,SUNDAY,18118166,RAINIER BEACH WEST HILL,LOCAL,1,2731924,10107014
100004,SUNDAY,18118167,RENTON HIGHLANDS,LOCAL,0,2731908,11105009
100004,SUNDAY,18118168,RENTON HIGHLANDS,LOCAL,0,2731908,11105009
100004,SUNDAY,18118169,RENTON HIGHLANDS,LOCAL,0,2731908,11105009
100004,SUNDAY,18118170,RENTON HIGHLANDS,LOCAL,0,2731908,11105009
100004,SUNDAY,18118171,RENTON HIGHLANDS,LOCAL,0,2731908,11105009
100004,SUNDAY,18118172,RENTON HIGHLANDS,LOCAL,0,2731908,11105009
100004,SUNDAY,18118173,RENTON HIGHLANDS,LOCAL,0,2731908,11105009
100004,SUNDAY,18118174,RENTON HIGHLANDS,LOCAL,0,2731908,11105009
100004,SUNDAY,18118175,RENTON HIGHLANDS,LOCAL,0,2731908,11105009
100004,SUNDAY,18118176,RENTON HIGHLANDS,LOCAL,0,2731908,11105009
100004,SUNDAY,18118177,RENTON HIGHLANDS,LOCAL,0,2731908,11105009
100004,SUNDAY,18118178,RENTON HIGHLANDS,LOCAL,0,2731908,11105009
100004,SUNDAY,18118179,RENTON HIGHLANDS,LOCAL,0,2731908,11105009
100004,SUNDAY,18118180,RENTON HIGHLANDS,LOCAL,0,2731905,11105009
100004,SUNDAY,18118181,RENTON HIGHLANDS,LOCAL,0,2731905,11105009
100004,SUNDAY,18118182,RENTON HIGHLANDS,LOCAL,0,2731905,11105009
100004,SUNDAY,18118183,RENTON RENTON TECH COLL,LOCAL,1,2731908,20105010
100004,SUNDAY,18118184,RENTON RENTON TECH COLL,LOCAL,1,2731908,20105010
100004,SUNDAY,18118185,RENTON RENTON TECH COLL,LOCAL,1,2731908,20105010
100004,SUNDAY,18118186,RENTON RENTON TECH COLL,LOCAL,1,2731908,20105010
100004,SUNDAY,18118187,RENTON RENTON TECH COLL,LOCAL,1,2731908,20105010
100004,SUNDAY,18118188,RENTON RENTON TECH COLL,LOCAL,1,2731908,20105010
100004,SUNDAY,18118189,RENTON RENTON TECH COLL,LOCAL,1,2731908,20105010
100004,SUNDAY,18118190,RENTON RENTON TECH COLL,LOCAL,1,2731908,20105010
100004,SUNDAY,18118191,RENTON RENTON TECH COLL,LOCAL,1,2731908,20105010
100004,SUNDAY,18118192,RENTON RENTON TECH COLL,LOCAL,1,2731908,20105010
100004,SUNDAY,18118193,RENTON RENTON TECH COLL,LOCAL,1,2731908,20105010
100004,SUNDAY,18118194,RENTON RENTON TECH COLL,LOCAL,1,2731908,20105010
100004,SUNDAY,18118195,RENTON RENTON TECH COLL,LOCAL,1,2731908,20105010
100004,SUNDAY,18118196,RENTON RENTON TECH COLL,LOCAL,1,2731905,20105010
100004,SUNDAY,18118197,RENTON RENTON TECH COLL,LOCAL,1,2731905,20105010
100061,SUNDAY,18118242,RENTON VIA BENSON ROAD,LOCAL,0,2731904,11169010
100061,SUNDAY,18118243,RENTON VIA BENSON ROAD,LOCAL,0,2731905,11169010
100061,SUNDAY,18118244,RENTON VIA BENSON ROAD,LOCAL,0,2731904,11169010
100061,SUNDAY,18118245,RENTON VIA BENSON ROAD,LOCAL,0,2731905,11169010
100061,SUNDAY,18118246,RENTON VIA BENSON ROAD,LOCAL,0,2731904,11169010
100061,SUNDAY,18118247,RENTON VIA BENSON ROAD,LOCAL,0,2731905,11169010
100061,SUNDAY,18118248,RENTON VIA BENSON ROAD,LOCAL,0,2731904,11169010
100061,SUNDAY,18118249,RENTON VIA BENSON ROAD,LOCAL,0,2731905,11169010
100061,SUNDAY,18118250,RENTON VIA BENSON ROAD,LOCAL,0,2731904,11169010
100061,SUNDAY,18118251,RENTON VIA BENSON ROAD,LOCAL,0,2731905,11169010
100061,SUNDAY,18118252,KENT VIA BENSON ROAD,LOCAL,1,2731905,20169012
100061,SUNDAY,18118253,KENT VIA BENSON ROAD,LOCAL,1,2731904,20169012
100061,SUNDAY,18118254,KENT VIA BENSON ROAD,LOCAL,1,2731905,20169012
100061,SUNDAY,18118255,KENT VIA BENSON ROAD,LOCAL,1,2731904,20169012
100061,SUNDAY,18118256,KENT VIA BENSON ROAD,LOCAL,1,2731905,20169012
100061,SUNDAY,18118257,KENT VIA BENSON ROAD,LOCAL,1,2731904,20169012
100061,SUNDAY,18118258,KENT VIA BENSON ROAD,LOCAL,1,2731905,20169012
100061,SUNDAY,18118259,KENT VIA BENSON ROAD,LOCAL,1,2731904,20169012
100061,SUNDAY,18118260,KENT VIA BENSON ROAD,LOCAL,1,2731905,20169012
100061,SUNDAY,18118261,KENT VIA BENSON ROAD,LOCAL,1,2731904,20169012
100061,SUNDAY,18118262,RENTON VIA BENSON ROAD,LOCAL,0,2731904,11169010
100061,SUNDAY,18118263,RENTON VIA BENSON ROAD,LOCAL,0,2731902,11169010
100061,SUNDAY,18118264,RENTON VIA BENSON ROAD,LOCAL,0,2731903,11169010
100061,SUNDAY,18118265,RENTON VIA BENSON ROAD,LOCAL,0,2731903,11169010
100061,SUNDAY,18118266,KENT VIA BENSON ROAD,LOCAL,1,2731903,20169012
100061,SUNDAY,18118267,KENT VIA BENSON ROAD,LOCAL,1,2731903,20169012
100061,SUNDAY,18118268,KENT VIA BENSON ROAD,LOCAL,1,2731902,20169012
100061,SUNDAY,18118269,RENTON VIA BENSON ROAD,LOCAL,0,2731904,11169010
100061,SUNDAY,18118270,RENTON VIA BENSON ROAD,LOCAL,0,2731905,11169010
100061,SUNDAY,18118271,KENT VIA BENSON ROAD,LOCAL,1,2731904,20169012
